QuestionID,Year,Exam,Subject,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,Hint,
PHA-Repro-048,2026,Anesthesia - 01/26 - January 5 - Morning,Pharmacology,Reproductive System,,Which of the following is used to prevent premature contractions in pregnancy?,Oxytocin,Mifepristone,Terbutaline,Prostaglandin analog,Methylergonovine,C,,,
PHA-Repro-049,2025,Medicine - 08/25 - August 4 - Evening,Pharmacology,Reproductive System,,"A 26 year old woman is newly diagnosed with HIV during her first trimester of pregnancy (8 weeks gestation). Antiretroviral therapy is indicated, but one of the standard drugs in nonpregnant adults is avoided in early pregnancy due to teratogenic risk, particularly neural tube defects. Which of the following drugs should be avoided?",Zidovudine,Lamivudine,Efavirenz,Raltegravir,Nevirapine,C,,,
PHA-Repro-050,2026,Gynecology - 07/26 - July 08 - Evening,Pharmacology,Reproductive System,,5-alpha reductase inhibitors improve symptoms of benign prostatic hyperplasia by:,Blocking androgen receptors,Inhibiting conversion of testosterone to dihydrotestosterone (DHT),Increasing testosterone production,Relaxing bladder smooth muscle,,B,"Medications like finasteride and dutasteride inhibit the enzyme 5-alpha-reductase, which prevents the conversion of testosterone into its more potent active metabolite, dihydrotestosterone (DHT). Because DHT drives prostate growth, its reduction leads to shrinkage of the enlarged prostate gland over time.",,
PHA-Repro-051,2026,Gynecology - 01/26 - January 5 - Morning,Pharmacology,Reproductive System,,The primary mechanism of action of oral contraceptive pills is:,Prevent implantation,Increase cervical mucus viscosity,Inhibit ovulation,Suppress menstruation,,C,,,
PHA-Repro-052,2026,Gynecology - 04/26 - April 8 - Evening,Pharmacology,Reproductive System,,A patient with metastatic breast cancer is prescribed a chemotherapy agent that works by stabilizing intracellular microtubules. Which of the following drugs is the most likely agent?,Methotrexate,Paclitaxel,Cyclophosphamide,Tamoxifen,,B,,,
PHA-Repro-053,2026,Gynecology - 01/26 - January 6 - Morning,Pharmacology,Reproductive System,,A lady has recurrent vaginal candidiasis and has been using topical cotrimazole for many months. Which systemic drug should be used?,Fluconazole,Ketoconazole,Amphotericin B,Terbinafine,Itraconazole,A,,,
PHA-Repro-054,2025,Medicine - 08/25 - August 5 - Evening,Pharmacology,Reproductive System,,A 55 year old man is prescribed finasteride for benign prostatic hyperplasia. Which of the following adverse effects is most commonly associated with this drug?,Gynecomastia,Impotence,Hypertension,Tinnitus,,B,,,
PHA-Repro-055,2026,Surgery - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,A female patient delivered a baby with craniofacial abnormalities. She has been taking treatment for her acne during pregnancy. What is the likely cause of defects in the baby?,Folic acid,Vitamin A,Vitamin B12,Vitamin C,,B,,,
PHA-Repro-056,2026,Anesthesia - 01/26 - January 5 - Morning,Pharmacology,Reproductive System,,A newborn is born with facial abnormalities. The mother was using treatment for acne. Which of the following is responsible for this defect?,Steroid ointment,Retinoid cream,Ascorbic acid,Vitamin E capsules for face,,B,,,
PHA-Repro-057,2026,Anesthesia - 07/26 - July 07 - Morning,Pharmacology,Reproductive System,,A 26 year old woman took medication for severe acne during the first trimester of pregnancy. Her baby is born with craniofacial abnormalities and congenital cardiac defects. Which of the following vitamins is most likely responsible for these congenital anomalies?,Vitamin C,Vitamin E,Vitamin A,Vitamin K,,C,,,
PHA-Repro-058,2026,Gynecology - 07/26 - July 08 - Evening,Pharmacology,Reproductive System,,Phocomelia is a classic congenital abnormality caused by exposure to:,Isotretinoin,Valproate,Thalidomide,Warfarin,,C,Thalidomide use during early embryonic development results in severe limb reduction anomalies like phocomelia.,,
PHA-Repro-059,2026,Gynecology - 01/26 - January 7 - Evening,Pharmacology,Reproductive System,,A 25-year-old woman on oral isotretinoin for severe acne becomes pregnant. What is the major risk to the fetus?,Neural tube defects,Cardiac septal defects,Teratogenic anomalies due to vitamin A,Facial clefts,Limb reduction defects,C,,,
PHY-Repro-001,2026,"Medicine - 01/26 - January 6 - Evening, Radiology - 01/26 - January 6 - Morning",Physiology,Reproductive System,,Hormonal changes in menopause include:,"↓ FSH, ↓ LH",↑ Estrogen,"↑ FSH, ↑ LH, ↓ Estrogen",↑ AMH,,C,,,
PHY-Repro-002,2025,Medicine - 08/25 - August 5 - Evening,Physiology,Reproductive System,,A 58 year old postmenopausal woman presents for a routine health check. Laboratory studies are ordered to evaluate her hormonal profile. Which of the following patterns is most consistent with menopause?,"↑ estrogen, ↓ FSH, ↓ LH","↓ estrogen, ↑ FSH, ↓ LH","↓ estrogen, ↑ TSH, ↑ LH","↑ estrogen, ↑ FSH, ↓ LH",,C,,,
PHY-Repro-003,2025,Surgery - 08/25 - August 6 - Evening,Physiology,Reproductive System,,Menopausal woman experiences hot flushes due to which of the following hormonal change?,↑ FSH,↓ FSH,↑ Estrogen,↑ Progesterone,,A,,,
PHY-Repro-004,2025,Medicine - 08/25 - August 6 - Evening,Physiology,Reproductive System,,Menopausal women experiences hot flashes due to which of the following hormonal change?,↑ FSH,↓ FSH,↑ Estrogen,↑ Progesterone,,A,,,
PHY-Repro-005,2026,Surgery - 01/26 - January 6 - Evening,Physiology,Reproductive System,,Menopause causes decreased ovarian estrogen production with changes in gonadotropin levels. Which hormonal pattern is typical?,"↑ FSH, ↑ LH, ↓ Estrogen",↑ Progesterone,↑ Estrogen,"↓ FSH, ↓ LH",,A,,,
PHY-Repro-006,2026,Gynecology - 01/26 - January 7 - Evening,Physiology,Reproductive System,,Sperm survival in the female reproductive tract is approximately:,12 hours,24 hours,48–72 hours,1 week,,C,,,
PHY-Repro-007,2026,Medicine - 04/26 - April 8 - Night,Physiology,Reproductive System,,A 37-week pregnant woman undergoes an ultrasound assessment of amniotic fluid volume. What is the normal approximate volume at term?,200-400 mL,400-600 mL,800-1000 mL,120-150 mL,More than 2000 mL,C,,,
PHY-Repro-008,2026,Gynecology - 04/26 - April 8 - Evening,Physiology,Reproductive System,,"According to WHO criteria, the lower reference limit for semen volume is",5 million,10 million,15 million,20 million,,C,,,
PHY-Repro-009,2026,Gynecology - 04/26 - April 8 - Evening,Physiology,Reproductive System,,"In a normal menstrual cycle, ovulation typically occurs how many hours after the onset of the LH surge?",6-12 hours,12-18 hours,24-36 hours,48-72 hours,,C,,,
PHY-Repro-010,2026,Gynecology - 07/26 - July 08 - Morning,Physiology,Reproductive System,,The luteinizing hormone (LH) surge occurs approximately how many hours before ovulation?,4-6 hours,8-24 hours,24-36 hours,48-72 hours,,C,"Ovulation Event: This dramatic LH surge triggers the resumption of oocyte meiosis and enzymatic follicular rupture, causing ovulation to occur roughly 24 to 36 hours after the peak of the surge begins.",,
PHY-Repro-011,2026,Gynecology - 01/26 - January 6 - Morning,Physiology,Reproductive System,,A 27 year old woman tracks her menstrual cycle. Ovulation typically occurs after the mid-cycle LH surge. How long after the LH surge does ovulation usually occur?,12 hours,24-36 hours,48-72 hours,5-7 days,,B,,,
PHY-Repro-012,2026,Gynecology - 01/26 - January 5 - Morning,Physiology,Reproductive System,,Ovulation occurs how long after the LH surge?,12–18 hrs,24–36 hrs,48–72 hrs,5–7 days,,B,,,
PHY-Repro-013,2026,Gynecology - 07/26 - July 08 - Evening,Physiology,Reproductive System,,A couple is planning conception and asks about the fertile window. Viable sperm can remain within the upper part of the female reproductive tract for approximately:,24 hours,48 hours,72 hours,7 days,,C,"Human spermatozoa can typically survive and maintain fertilizing capacity within the female reproductive tract (uterus and fallopian tubes) for up to 3 to 5 days, though 72 hours (3 days) is the standard high-yield medical board approximation for viable functional longevity.",,
PHY-Repro-014,2026,Gynecology - 01/26 - January 5 - Morning,Physiology,Reproductive System,,A physiology student asks about the duration required for completion of spermatogenesis. Spermatogenesis is completed after how many days?,74 days,70 days,64 days,84 days,,A,,,
PHY-Repro-015,2026,Gynecology - 07/26 - July 08 - Morning,Physiology,Reproductive System,,Eumenorrhea refers to:,Painful menstruation,Normal regular menstruation,Heavy menstrual bleeding,Absence of menstruation,,B,"Eu- means normal or well; eumenorrhea is a normal, healthy, and regular menstrual",,
PHY-Repro-016,2026,Gynecology - 07/26 - July 08 - Evening,Physiology,Reproductive System,,Oxytocin stimulates uterine contractions primarily by?,Increasing cAMP in myometrial cells,Increasing intracellular calcium in myometrial cells,Blocking prostaglandin synthesis,Activating sodium channels,,B,"Oxytocin binds to G-protein coupled receptors on myometrial smooth muscle cells, activating the phospholipase C / IP3 pathway, which triggers calcium release from the sarcoplasmic reticulum and influx from extracellular space, activating calmodulin and initiating myometrial contraction.",,
PHY-Repro-017,2026,Medicine - 04/26 - April 8 - Evening,Physiology,Reproductive System,,"A 45 year old male presents with erectile dysfunction and low libido. Laboratory evaluation of his androgen profile is initiated. Which of the following is considered the most potent naturally occurring androgen in the male body, primarily responsible for the development of male external genitalia and prostate growth?",Testosterone,Dihydrotestosterone,Dehydroepiandrosterone,Androstenedione,,B,,,
PHY-Repro-018,2026,Medicine - 04/26 - April 7 - Morning,Physiology,Reproductive System,,"In a normal menstrual cycle, which uterine phase corresponds to the mid-cycle (post-ovulatory period leading to implantation preparation)?",Secretory,Proliferative,Menstrual,Atrophic,,A,,,
PHY-Repro-019,2026,Medicine - 01/26 - January 5 - Evening,Physiology,Reproductive System,,What phase would an endometrial biopsy likely reveal if taken mid-cycle from a woman with irregular menstrual cycles?,Menstrual phase,Proliferative phase,Secretory phase,Atrophic endometrium,,B,,,
PHY-Repro-020,2026,Medicine - 01/26 - January 5 - Evening,Physiology,Reproductive System,,Which cellular process mediates uterine involution following delivery?,Cell Injury,Cell Injury,Lysosomal degradation,Atrophy,,D,,,
PHY-Repro-021,2026,Medicine - 04/26 - April 9 - Morning,Physiology,Reproductive System,,Which of the following substances is absent (or present in negligible amount) in breast milk?,Lactoferrin,a-lactalbumin,Iron,Calcium,,C,,,
PHY-Repro-022,2026,Gynecology - 01/26 - January 5 - Morning,Physiology,Reproductive System,,Which of the following is an important function of progesterone?,Inhibition of lactation,Promoting fetal growth,Maintenance of endometrial thickness,Cervical ripening,,C,,,
PHY-Repro-023,2026,Medicine - 04/26 - April 9 - Evening,Physiology,Reproductive System,,A postpartum woman is breastfeeding her baby. Suckling stimulates milk ejection from the breast. Which intracellular signaling pathway mediates the action of oxytocin on myoepithelial cells?,cAMP pathway,Tyrosine kinase pathway,IP3-DAG pathway,cGMP pathway,JAK-STAT pathway,C,,,
PHY-Repro-024,2026,Gynecology - 01/26 - January 5 - Morning,Physiology,Reproductive System,,A couple undergoing IVF asks which step most enhances the success of fertilization by enabling sperm to penetrate the ovum.,Fusion of sperm and ovum membranes,Capacitation,Insemination,Cleavage,,B,,,
PHY-Repro-025,2026,Gynecology - 01/26 - January 6 - Morning,Physiology,Reproductive System,,A 28 year old female presents with delayed menses. She is 8 days late with her normal cycle. The hormone that needs to be tested is secreted from:,Cytotrophoblast,Syncytiotrophoblast,Endometrium,Corpus luteum,Ovary,B,,,
PHY-Repro-026,2026,Surgery - 07/26 - July 08 - Afternoon,Physiology,Reproductive System,,"At 35 weeks of pregnancy, what is the primary source of estrogen?",Placenta,Maternal ovary,Fetal adrenal gland alone,Corpus luteum,,A,Early pregnancy: Corpus luteum secrete estrogen and progesterone. Late pregnancy : Placenta secrete estrogen and progesterone.,,
PHY-Repro-027,2026,Medicine - 04/26 - April 9 - Night,Physiology,Reproductive System,,Human chorionic gonadotropin (hCG) is produced from which of the following structures?,Corpus luteum,Maternal endometrium,Syncytiotrophoblast,Cytotrophoblast,Embryonic yolk sac,C,,,
PHY-Repro-028,2026,Surgery - 04/26 - April 7 - Night,Physiology,Reproductive System,,Beta HCG is secreted by,Corpus luteum,Fibroblast,Corpus hemorrhagicum,Cytotrophoblast,,A,,,
PHY-Repro-029,2026,Surgery - 04/26 - April 7 - Night,Physiology,Reproductive System,,Pregnancy test hormone source is,Syncitiotrophoblast,Fibroblast,Corpus hemorrhagicum,Cytotrophoblast,,A,,,
PHY-Repro-030,2025,Medicine - 08/25 - August 6 - Morning,Physiology,Reproductive System,,A 52 year old woman presents with irregular menstruation followed by cessation of periods for 12 months. Which of the following hormonal changes is most consistent with menopause?,"Decreased FSH, decreased LH, increased estrogen","Increased FSH, increased LH, decreased estrogen","Increased FSH, decreased LH, increased estrogen","Decreased FSH, increased LH, decreased estrogen","Normal FSH, normal LH, decreased estrogen",B,,,
PHY-Repro-031,2025,Medicine - 08/25 - August 5 - Morning,Physiology,Reproductive System,,A middle aged man is suffering from erectile dysfunction for which he came to hospital. His hormonal profile is normal. Which of the following the most biologically active form of androgen in target tissue?,Dihydrotestosterone(DHT),Testosterone,Estrogen,Dihydroepiandrosterone (DHEA),Estradiol,A,,,
PHY-Repro-032,2026,Gynecology - 07/26 - July 08 - Morning,Physiology,Reproductive System,,"A pregnant woman has a normal platelet count in early pregnancy, which gradually decreases during gestation. What is the most likely explanation?",Immune thrombocytopenia,HELLP syndrome,Normal physiological change of pregnancy,Disseminated intravascular coagulation,,C,"A steady, mild decline in platelets across pregnancy is a normal physiological change caused by plasma volume expansion (hemodilution).",,
